tag,seed,eff_rank,mean_abs_colcorr,mean_abs_rowcorr,mutual_coherence,max_sv,min_sv,M_npy,voltages_json
trial1,,4.593502198921671,0.4453227994738074,0.4088266888618343,0.8565548282780722,5.604619908151547,0.22821590291308944,meshes\mesh_20251018_113658_trial1_M.npy,meshes\mesh_20251018_113658_trial1_voltages.json
trial1,,5.3806350492859965,0.3002086239554593,0.3290337953628646,0.7442481483106765,5.033422856005619,0.4324247426457915,meshes\mesh_20251018_121444_trial1_M.npy,meshes\mesh_20251018_121444_trial1_voltages.json
trial1,,4.498991905165215,0.32308337992149605,0.3767074730948703,0.8188607499736549,5.926495528773353,0.14473939626343205,meshes\mesh_20251018_152746_trial1_M.npy,meshes\mesh_20251018_152746_trial1_voltages.json
trial1,,4.765691483326947,0.33303882883918545,0.3543988832190936,0.7529789824583337,5.842115288953525,0.31760953180559653,meshes\mesh_20251018_152826_trial1_M.npy,meshes\mesh_20251018_152826_trial1_voltages.json
